T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;
0.000000;0.200000;0.200000;0.181818;0.250000;0.166667;0.222222;0.055556;0.083333;0.071429;0.047619;0.066667;0.095238;0.062500;0.127660;0.109589;
