T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;
0.000000;0.000000;0.000000;0.095238;0.000000;0.080000;0.064516;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.028986;0.017391;0.029630;
